School Name,Pickup Route,Pickup Bus Stop,Pickup Time,Dropoff Route,Dropoff Bus Stop,Dropoff Time
RONALD BROWN,303,GUILFORD ST@CORNWALL ST,6:42 AM,303,GUILFORD ST@CORNWALL ST,3:09 PM
RONALD BROWN,303,CADIEUX RD@CORNWALL ST,6:45 AM,303,CADIEUX RD@CORNWALL ST,3:07 PM
RONALD BROWN,303,WAVENEY ST@HARVARD RD,6:47 AM,303,WAVENEY ST@HARVARD RD,3:03 PM
RONALD BROWN,303,CADIEUX RD@WALLINGFORD ST,6:51 AM,303,CADIEUX RD@WALLINGFORD ST,3:02 PM
RONALD BROWN,303,ROSEWOOD ST@GRAYTON ST,6:56 AM,303,ROSEWOOD ST@GRAYTON ST,3:00 PM
RONALD BROWN,303,WINDSOR ST@BEDFORD ST,7:00 AM,303,WINDSOR ST@BEDFORD ST,2:54 PM
RONALD BROWN,303,WINDSOR ST@BUCKINGHAM AVE,7:02 AM,303,WINDSOR ST@BUCKINGHAM AVE,2:55 PM
RONALD BROWN,303,BEDFORD ST@WAVENEY ST,7:07 AM,303,BEDFORD ST@WAVENEY ST,2:51 PM
RONALD BROWN,303,CORNWALL ST@COURVILLE ST,7:10 AM,303,CORNWALL ST@COURVILLE ST,2:49 PM
RONALD BROWN,306,LINVILLE ST@BISHOP ST,6:48 AM,306,LINVILLE ST@BISHOP ST,3:00 PM
RONALD BROWN,306,LINVILLE ST@KENSINGTON AVE,6:51 AM,306,LINVILLE ST@KENSINGTON AVE,3:02 PM
RONALD BROWN,306,LINVILLE ST@HARVARD RD,6:55 AM,306,LINVILLE ST@HARVARD RD,2:59 PM
RONALD BROWN,306,SOUTHAMPTON ST@GRAYTON ST,6:58 AM,306,SOUTHAMPTON ST@GRAYTON ST,2:57 PM
RONALD BROWN,306,FRANKFORT ST@BISHOP ST,7:03 AM,306,FRANKFORT ST@BISHOP ST,2:55 PM
RONALD BROWN,306,FRANKFORT ST@KENSINGTON AVE,7:07 AM,306,FRANKFORT ST@KENSINGTON AVE,2:51 PM
RONALD BROWN,306,FRANKFORT ST@3 MILE DR,7:11 AM,306,FRANKFORT ST@3 MILE DR,2:48 PM
RONALD BROWN,511,MCKINNEY ST@KENSINGTON AVE,6:53 AM,511,MCKINNEY ST@KENSINGTON AVE,3:00 PM
RONALD BROWN,511,KING RICHARD ST @ BISHOP ST,6:56 AM,511,KING RICHARD ST @ BISHOP ST,3:06 PM
RONALD BROWN,511,KING RICHARD ST@BEDFORD ST,7:00 AM,511,KING RICHARD ST@BEDFORD ST,2:57 PM
RONALD BROWN,511,SOMERSET AVE@HAVERHILL ST,7:03 AM,511,SOMERSET AVE@HAVERHILL ST,2:54 PM
RONALD BROWN,511,MUNICH ST@HAVERHILL ST,7:10 AM,511,MUNICH ST@HAVERHILL ST,2:49 PM
RONALD BROWN,514,WAVENEY ST@CHATSWORTH ST,6:43 AM,514,WAVENEY ST@CHATSWORTH ST,2:49 PM
RONALD BROWN,514,BALFOUR RD@WAVENEY ST,6:45 AM,514,BALFOUR RD@WAVENEY ST,2:51 PM
RONALD BROWN,514,MUNICH ST@NOTTINGHAM RD,6:48 AM,514,MUNICH ST@NOTTINGHAM RD,2:53 PM
RONALD BROWN,514,ALTER RD@WAVENEY ST,6:53 AM,514,ALTER RD@WAVENEY ST,2:56 PM
RONALD BROWN,514,VOIGHT ST@WAYBURN ST,6:56 AM,514,VOIGHT ST@WAYBURN ST,2:57 PM
RONALD BROWN,514,WAYBURN ST@FRANKFORT ST,7:00 AM,514,WAYBURN ST@FRANKFORT ST,2:59 PM
RONALD BROWN,514,CHANDLER PARK DR@LAKEWOOD ST,7:03 AM,514,CHANDLER PARK DR@LAKEWOOD ST,3:06 PM
RONALD BROWN,514,LINVILLE ST@LENOX ST,7:07 AM,514,LINVILLE ST@LENOX ST,3:08 PM
RONALD BROWN,514,LINVILLE ST@WAYBURN ST,7:11 AM,514,LINVILLE ST@WAYBURN ST,3:02 PM
RONALD BROWN,3616,MACK AVE@GARLAND ST,6:38 AM,3616,MACK AVE@GARLAND ST,3:16 PM
RONALD BROWN,3616,SOUTHAMPTON ST@DREXEL ST,7:04 AM,3616,SOUTHAMPTON ST@DREXEL ST,2:57 PM
RONALD BROWN,3616,CHANDLER PARK DR@LAKEVIEW ST,7:07 AM,3616,CHANDLER PARK DR@LAKEVIEW ST,2:51 PM
RONALD BROWN,3616,LINVILLE ST@PHILIP ST,7:11 AM,3616,LINVILLE ST@PHILIP ST,2:48 PM
SAMPSON WEBBER ES/MS,204,MARTIN LUTHER KING JR BLVD@14TH ST,7:40 AM,204,MARTIN LUTHER KING JR BLVD@14TH ST,3:55 PM
SAMPSON WEBBER ES/MS,204,MARTIN LUTHER KING JR BLVD@LAWTON ST,7:47 AM,204,MARTIN LUTHER KING JR BLVD@LAWTON ST,4:00 PM
SAMPSON WEBBER ES/MS,209,VICKSBURG ST@WILDEMERE ST,8:08 AM,209,VICKSBURG ST@WILDEMERE ST,3:54 PM
SAMPSON WEBBER ES/MS,214,LINSDALE ST@NORTHFIELD ST,7:43 AM,214,LINSDALE ST@NORTHFIELD ST,3:55 PM
SAMPSON WEBBER ES/MS,214,CLARENDON ST S@BEECHWOOD ST,7:45 AM,214,CLARENDON ST S@BEECHWOOD ST,3:57 PM
SAMPSON WEBBER ES/MS,214,SPOKANE ST@NORTHFIELD ST,7:53 AM,214,SPOKANE ST@NORTHFIELD ST,3:54 PM
SAMPSON WEBBER ES/MS,214,TIREMAN ST@COLFAX ST,7:58 AM,214,TIREMAN ST@COLFAX ST,3:51 PM
SAMPSON WEBBER ES/MS,214,COBB PL@30TH ST,8:05 AM,214,COBB PL@30TH ST,4:13 PM
SAMPSON WEBBER ES/MS,214,GRAND BLVD W@MOORE PL,8:10 AM,214,GRAND BLVD W@MOORE PL,4:17 PM
SAMPSON WEBBER ES/MS,214,23RD ST@MCGRAW ST,8:12 AM,214,23RD ST@MCGRAW ST,4:20 PM
SAMPSON WEBBER ES/MS,221,CENTRAL ST@ROY ST,8:01 AM,221,CENTRAL ST@ROY ST,3:57 PM
SAMPSON WEBBER ES/MS,221,MAJESTIC ST@BURNETTE ST,8:06 AM,221,MAJESTIC ST@BURNETTE ST,3:54 PM
SAMPSON WEBBER ES/MS,221,BARTON ST@RANGOON ST,8:10 AM,221,BARTON ST@RANGOON ST,3:49 PM
SAMPSON WEBBER ES/MS,221,CLIFTON ST@RANGOON ST,8:13 AM,221,CLIFTON ST@RANGOON ST,3:52 PM
SAMPSON WEBBER ES/MS,236,CALVERT ST@LAWTON ST,7:27 AM,236,CALVERT ST@LAWTON ST,4:27 PM
SAMPSON WEBBER ES/MS,653,JOY RD@MONICA ST,7:55 AM,653,JOY RD@MONICA ST,4:06 PM
SAMPSON WEBBER ES/MS,653,UNDERWOOD ST@NORTHFIELD ST,8:02 AM,653,UNDERWOOD ST@NORTHFIELD ST,3:56 PM
SAMPSON WEBBER ES/MS,653,JOY RD@EPWORTH ST,8:07 AM,653,JOY RD@EPWORTH ST,3:53 PM
SAMPSON WEBBER ES/MS,653,NORTHFIELD ST@JOY RD,8:12 AM,653,NORTHFIELD ST@JOY RD,3:55 PM
SAMPSON WEBBER ES/MS,653,NORTHFIELD ST@MARTINDALE ST S,8:15 AM,653,NORTHFIELD ST@MARTINDALE ST S,3:50 PM
SAMPSON WEBBER ES/MS,741,GARDEN ST@CENTRAL ST,7:45 AM,741,GARDEN ST@CENTRAL ST,4:05 PM
SAMPSON WEBBER ES/MS,741,ALASKA ST@BRYDEN ST,7:51 AM,741,ALASKA ST@BRYDEN ST,4:02 PM
SAMPSON WEBBER ES/MS,741,GARDEN ST@PRAIRIE ST,7:57 AM,741,GARDEN ST@PRAIRIE ST,4:00 PM
SAMPSON WEBBER ES/MS,741,DIVERSEY ST@PRAIRIE ST,8:01 AM,741,DIVERSEY ST@PRAIRIE ST,3:58 PM
SAMPSON WEBBER ES/MS,741,TIREMAN ST@RANGOON ST,8:08 AM,741,TIREMAN ST@RANGOON ST,3:53 PM
SAMPSON WEBBER ES/MS,741,CARBONDALE ST@VANCOUVER ST,8:11 AM,741,CARBONDALE ST@VANCOUVER ST,3:49 PM
SAMPSON WEBBER ES/MS,741,LIVERNOIS AVE@LINSDALE ST,8:14 AM,741,LIVERNOIS AVE@LINSDALE ST,3:51 PM
SCHULZE ES/MS,614,MCNICHOLS RD W@WOODINGHAM DR,7:33 AM,614,MCNICHOLS RD W@WOODINGHAM DR,3:50 PM
SCHULZE ES/MS,614,PARKSIDE ST@GROVE ST,7:42 AM,614,PARKSIDE ST@GROVE ST,3:58 PM
SCHULZE ES/MS,614,FLORENCE ST@PARKSIDE ST,7:43 AM,614,FLORENCE ST@PARKSIDE ST,3:59 PM
SCHULZE ES/MS,614,FLORENCE ST@BAYLIS ST,7:45 AM,614,FLORENCE ST@BAYLIS ST,4:02 PM
SCHULZE ES/MS,614,CHIPPEWA ST@ROSELAWN ST,7:59 AM,614,CHIPPEWA ST@ROSELAWN ST,4:22 PM
SCHULZE ES/MS,614,CAMBRIDGE AVE@INDIANA ST,8:03 AM,614,CAMBRIDGE AVE@INDIANA ST,4:18 PM
SCHULZE ES/MS,616,APPOLINE ST@MARGARETA ST,7:47 AM,616,APPOLINE ST@MARGARETA ST,4:06 PM
SCHULZE ES/MS,616,MARGARETA ST@SORRENTO ST,7:48 AM,616,MARGARETA ST@SORRENTO ST,4:08 PM
SCHULZE ES/MS,616,CLARITA ST@SORRENTO ST,7:49 AM,616,CLARITA ST@SORRENTO ST,4:09 PM
SCHULZE ES/MS,616,W OUTER DR@SORRENTO ST,7:52 AM,616,W OUTER DR@SORRENTO ST,4:17 PM
SCHULZE ES/MS,616,W 7 MILE RD@MANOR ST,7:56 AM,616,W 7 MILE RD@MANOR ST,4:11 PM
SCHULZE ES/MS,616,MARGARETA ST@WASHBURN ST,8:00 AM,616,MARGARETA ST@WASHBURN ST,3:54 PM
SCHULZE ES/MS,616,CURTIS ST@WASHBURN ST,8:02 AM,616,CURTIS ST@WASHBURN ST,3:51 PM
SCHULZE ES/MS,616,MARGARETA ST@ILENE ST,8:05 AM,616,MARGARETA ST@ILENE ST,3:55 PM
SCHULZE ES/MS,616,MENDOTA ST@MARGARETA ST,8:08 AM,616,MENDOTA ST@MARGARETA ST,3:58 PM
SCHULZE ES/MS,616,PICKFORD ST@MONTE VISTA ST,8:13 AM,616,PICKFORD ST@MONTE VISTA ST,4:00 PM
SCHULZE ES/MS,616,THATCHER ST@STEEL ST,8:17 AM,616,THATCHER ST@STEEL ST,4:03 PM
SCHULZE ES/MS,680,MIDLAND ST@OHIO ST,7:51 AM,680,MIDLAND ST@OHIO ST,4:14 PM
SCHULZE ES/MS,680,PILGRIM ST@INDIANA ST,7:53 AM,680,PILGRIM ST@INDIANA ST,4:15 PM
SCHULZE ES/MS,680,PURITAN ST@ILENE ST,8:02 AM,680,PURITAN ST@ILENE ST,4:11 PM
SCHULZE ES/MS,680,FLORENCE ST@WASHBURN ST,8:04 AM,680,FLORENCE ST@WASHBURN ST,3:54 PM
SCHULZE ES/MS,680,GROVE ST@GRIGGS ST,8:06 AM,680,GROVE ST@GRIGGS ST,3:56 PM
SCHULZE ES/MS,680,FLORENCE ST@BIRWOOD ST,8:10 AM,680,FLORENCE ST@BIRWOOD ST,4:00 PM
SCHULZE ES/MS,680,GROVE ST@PINEHURST ST,8:13 AM,680,GROVE ST@PINEHURST ST,4:03 PM
SCHULZE ES/MS,712,CURTIS ST@HUBBELL ST,7:48 AM,712,CURTIS ST@HUBBELL ST,4:09 PM
SCHULZE ES/MS,712,CHIPPEWA ST@SNOWDEN ST,8:01 AM,712,CHIPPEWA ST@SNOWDEN ST,3:57 PM
SPAIN ES/MS,205,CANTON ST@HANCOCK ST E,6:38 AM,205,CANTON ST@HANCOCK ST E,3:24 PM
SPAIN ES/MS,205,HANCOCK ST E@MELDRUM ST,6:41 AM,205,HANCOCK ST E@MELDRUM ST,3:21 PM
SPAIN ES/MS,205,HANCOCK ST E@ELLERY ST,6:43 AM,205,HANCOCK ST E@ELLERY ST,3:19 PM
SPAIN ES/MS,205,GARFIELD ST@ELMWOOD ST,6:45 AM,205,GARFIELD ST@ELMWOOD ST,3:16 PM
SPAIN ES/MS,205,LELAND ST@MITCHELL ST,6:49 AM,205,LELAND ST@MITCHELL ST,3:11 PM
SPAIN ES/MS,205,HALE ST@JOSEPH CAMPAU ST,6:51 AM,205,HALE ST@JOSEPH CAMPAU ST,3:09 PM
SPAIN ES/MS,205,CANFIELD ST E@ST AUBIN ST,6:55 AM,205,CANFIELD ST E@ST AUBIN ST,3:06 PM
SPAIN ES/MS,205,CHRYSLER DR@SUPERIOR ST,6:59 AM,205,CHRYSLER DR@SUPERIOR ST,3:02 PM
SPAIN ES/MS,205,CHRYSLER DR@CANFIELD ST E,7:00 AM,205,CHRYSLER DR@CANFIELD ST E,3:03 PM
SPAIN ES/MS,205,BRUSH ST@HANCOCK ST E,7:07 AM,205,BRUSH ST@HANCOCK ST E,2:53 PM
SPAIN ES/MS,205,JOHN R ST@HANCOCK ST E,7:09 AM,205,JOHN R ST@HANCOCK ST E,2:55 PM
THIRKELL ES,219,HERITAGE PL@OTSEGO ST,8:06 AM,219,HERITAGE PL@OTSEGO ST,3:57 PM
THIRKELL ES,219,TAYLOR ST@HOLMUR ST,8:09 AM,219,TAYLOR ST@HOLMUR ST,3:59 PM
THIRKELL ES,219,PINGREE ST@HOLMUR ST,8:11 AM,219,PINGREE ST@HOLMUR ST,3:55 PM
THIRKELL ES,219,VIRGINIA PARK ST@HOLMUR ST,8:13 AM,219,VIRGINIA PARK ST@HOLMUR ST,3:53 PM
THIRKELL ES,219,WHITNEY ST@HOLMUR ST,8:14 AM,219,WHITNEY ST@HOLMUR ST,3:51 PM
THIRKELL ES,223,WHITNEY ST@WILDEMERE ST,7:57 AM,223,WHITNEY ST@WILDEMERE ST,3:51 PM
THIRKELL ES,223,VICKSBURG ST@WILDEMERE ST,7:59 AM,223,VICKSBURG ST@WILDEMERE ST,3:52 PM
THIRKELL ES,223,PHILADELPHIA ST W@LAWTON ST,8:01 AM,223,PHILADELPHIA ST W@LAWTON ST,3:58 PM
THIRKELL ES,223,CARTER ST@WILDEMERE ST,8:03 AM,223,CARTER ST@WILDEMERE ST,4:00 PM
THIRKELL ES,223,HAZELWOOD ST@WILDEMERE ST,8:05 AM,223,HAZELWOOD ST@WILDEMERE ST,4:01 PM
THIRKELL ES,223,TAYLOR ST@WILDEMERE ST,8:06 AM,223,TAYLOR ST@WILDEMERE ST,4:02 PM
THIRKELL ES,223,CL FRANKLIN BLVD@TAYLOR ST,8:08 AM,223,CL FRANKLIN BLVD@TAYLOR ST,4:05 PM
THIRKELL ES,223,BLAINE ST@14TH ST,8:13 AM,223,BLAINE ST@14TH ST,4:10 PM
THIRKELL ES,223,LINWOOD ST@VIRGINIA PARK ST,8:16 AM,223,LINWOOD ST@VIRGINIA PARK ST,3:55 PM
THIRKELL ES,224,WEBB ST@WOODROW WILSON ST,7:46 AM,224,WEBB ST@WOODROW WILSON ST,4:19 PM
THIRKELL ES,224,LAWRENCE ST@BYRON ST,7:48 AM,224,LAWRENCE ST@BYRON ST,4:17 PM
THIRKELL ES,224,CALVERT ST@JOHN C LODGE FWY,7:50 AM,224,CALVERT ST@JOHN C LODGE FWY,4:15 PM
THIRKELL ES,224,LONGFELLOW ST@3RD ST,7:54 AM,224,LONGFELLOW ST@3RD ST,4:12 PM
THIRKELL ES,224,CLAIRMOUNT ST@WOODROW WILSON ST,7:58 AM,224,CLAIRMOUNT ST@WOODROW WILSON ST,4:08 PM
THIRKELL ES,224,TAYLOR ST@ROSA PARKS BLVD,8:00 AM,224,TAYLOR ST@ROSA PARKS BLVD,4:05 PM
THIRKELL ES,224,WOODROW WILSON ST@GLADSTONE ST,8:02 AM,224,WOODROW WILSON ST@GLADSTONE ST,4:03 PM
THIRKELL ES,224,EUCLID ST W@BYRON ST,8:04 AM,224,EUCLID ST W@BYRON ST,3:58 PM
THIRKELL ES,224,WOODROW WILSON ST@EUCLID ST W,8:06 AM,224,WOODROW WILSON ST@EUCLID ST W,4:00 PM
THIRKELL ES,224,PALLISTER ST@BYRON ST,8:09 AM,224,PALLISTER ST@BYRON ST,3:55 PM
THIRKELL ES,224,GRAND BLVD W@CHURCHILL ST,8:14 AM,224,GRAND BLVD W@CHURCHILL ST,3:50 PM
THIRKELL ES,224,SEWARD ST@ROSA PARKS BLVD,8:17 AM,224,SEWARD ST@ROSA PARKS BLVD,3:47 PM
THIRKELL ES,225,HARMON ST@JOHN R ST,7:52 AM,225,HARMON ST@JOHN R ST,4:13 PM
THIRKELL ES,225,2ND AVE@EDISON ST,7:55 AM,225,2ND AVE@EDISON ST,4:08 PM
THIRKELL ES,225,CLAIRMOUNT ST@2ND AVE,7:59 AM,225,CLAIRMOUNT ST@2ND AVE,4:06 PM
THIRKELL ES,225,WOODWARD AVE@KING ST,8:03 AM,225,WOODWARD AVE@KING ST,4:02 PM
THIRKELL ES,225,PINGREE ST@3RD ST,8:06 AM,225,PINGREE ST@3RD ST,3:59 PM
THIRKELL ES,225,SEWARD ST@3RD ST,8:08 AM,225,SEWARD ST@3RD ST,3:55 PM
THIRKELL ES,225,3RD ST@DELAWARE ST,8:09 AM,225,3RD ST@DELAWARE ST,3:56 PM
THIRKELL ES,225,DELAWARE ST@2ND AVE,8:11 AM,225,DELAWARE ST@2ND AVE,3:53 PM
THIRKELL ES,225,LOTHROP RD@2ND AVE,8:13 AM,225,LOTHROP RD@2ND AVE,3:50 PM
THIRKELL ES,229,TRUMBULL ST@1-94 ON RAMP S,7:51 AM,229,TRUMBULL ST@1-94 ON RAMP S,4:14 PM
THIRKELL ES,229,ELIJAH MCCOY DR@JOHN C LODGE FWY,7:53 AM,229,ELIJAH MCCOY DR@JOHN C LODGE FWY,4:17 PM
THIRKELL ES,229,ANTOINETTE ST@16TH ST,7:58 AM,229,ANTOINETTE ST@16TH ST,4:11 PM
THIRKELL ES,229,LINWOOD ST@HUDSON ST,8:00 AM,229,LINWOOD ST@HUDSON ST,4:06 PM
THIRKELL ES,229,STANLEY ST@MISSOURI ST,8:02 AM,229,STANLEY ST@MISSOURI ST,4:08 PM
THIRKELL ES,229,LINWOOD ST@WREFORD ST,8:05 AM,229,LINWOOD ST@WREFORD ST,4:04 PM
THIRKELL ES,229,WILDEMERE ST@LOTHROP ST,8:08 AM,229,WILDEMERE ST@LOTHROP ST,4:00 PM
THIRKELL ES,229,NORTHWESTERN ST@LAWTON ST,8:09 AM,229,NORTHWESTERN ST@LAWTON ST,3:57 PM
THIRKELL ES,229,GRAND BLVD W@LAWTON ST,8:11 AM,229,GRAND BLVD W@LAWTON ST,4:02 PM
THIRKELL ES,229,14TH ST@GRAND BLVD W,8:14 AM,229,14TH ST@GRAND BLVD W,3:54 PM
THIRKELL ES,229,ROSA PARKS BLVD@FERRY PARK ST,8:16 AM,229,ROSA PARKS BLVD@FERRY PARK ST,3:49 PM
THIRKELL ES,4615,MACKINAW ST@PETOSKEY AVE,8:00 AM,4615,MACKINAW ST@PETOSKEY AVE,4:02 PM
THIRKELL ES,4615,MACKINAW ST@CLARENDON ST N,8:02 AM,4615,MACKINAW ST@CLARENDON ST N,4:04 PM
THIRKELL ES,4615,14TH ST@VIRGINIA PARK ST,8:12 AM,4615,14TH ST@VIRGINIA PARK ST,3:53 PM
THURGOOD MARSHALL,646,BIRWOOD ST@EATON ST,8:35 AM,646,BIRWOOD ST@EATON ST,4:31 PM
THURGOOD MARSHALL,646,DESOTO ST@MONICA ST,8:41 AM,646,DESOTO ST@MONICA ST,4:24 PM
THURGOOD MARSHALL,646,QUINCY ST@CHALFONTE ST,8:43 AM,646,QUINCY ST@CHALFONTE ST,4:21 PM
THURGOOD MARSHALL,646,CHALFONTE ST@WILDEMERE ST,8:46 AM,646,CHALFONTE ST@WILDEMERE ST,4:19 PM
THURGOOD MARSHALL,661,WOODROW WILSON ST@FULLERTON ST,8:15 AM,661,WOODROW WILSON ST@FULLERTON ST,4:30 PM
THURGOOD MARSHALL,661,STURTEVANT ST@HOLMUR ST,8:22 AM,661,STURTEVANT ST@HOLMUR ST,4:48 PM
THURGOOD MARSHALL,661,W BUENA VISTA ST@LAWTON ST,8:25 AM,661,W BUENA VISTA ST@LAWTON ST,4:36 PM
THURGOOD MARSHALL,661,EWALD CIR@HOLMUR ST,8:29 AM,661,EWALD CIR@HOLMUR ST,4:43 PM
THURGOOD MARSHALL,661,GRAND ST W@HOLMUR ST,8:31 AM,661,GRAND ST W@HOLMUR ST,4:45 PM
THURGOOD MARSHALL,661,DEXTER AVE@ CLEMENTS ST,8:33 AM,661,DEXTER AVE@ CLEMENTS ST,4:40 PM
THURGOOD MARSHALL,661,GRAND ST W@WILDEMERE ST,8:34 AM,661,GRAND ST W@WILDEMERE ST,4:38 PM
THURGOOD MARSHALL,661,DORIS ST@LAWTON ST,8:37 AM,661,DORIS ST@LAWTON ST,4:19 PM
THURGOOD MARSHALL,661,LINWOOD ST@CLEMENTS ST,8:39 AM,661,LINWOOD ST@CLEMENTS ST,4:21 PM
THURGOOD MARSHALL,661,PASADENA ST@LA SALLE BLVD,8:41 AM,661,PASADENA ST@LA SALLE BLVD,4:23 PM
THURGOOD MARSHALL,661,ROSA PARKS BLVD@CLEMENTS ST,8:44 AM,661,ROSA PARKS BLVD@CLEMENTS ST,4:26 PM
VERNOR ES,611,CAMBRIDGE AVE@SORRENTO ST,6:50 AM,611,CAMBRIDGE AVE@SORRENTO ST,3:10 PM
VERNOR ES,611,CAMBRIDGE AVE@PINEHURST ST,6:52 AM,611,CAMBRIDGE AVE@PINEHURST ST,3:05 PM
VERNOR ES,611,PEMBROKE AVE@WASHBURN ST,6:55 AM,611,PEMBROKE AVE@WASHBURN ST,3:02 PM
VERNOR ES,611,NORFOLK ST@ILENE ST,6:58 AM,611,NORFOLK ST@ILENE ST,3:00 PM
VERNOR ES,611,CHIPPEWA ST@MENDOTA ST,7:01 AM,611,CHIPPEWA ST@MENDOTA ST,2:58 PM
VERNOR ES,611,NORFOLK ST@MONTE VISTA ST,7:03 AM,611,NORFOLK ST@MONTE VISTA ST,2:55 PM
VERNOR ES,611,MANOR ST@NORFOLK ST,7:06 AM,611,MANOR ST@NORFOLK ST,2:54 PM
VERNOR ES,611,NORFOLK ST@APPOLINE ST,7:07 AM,611,NORFOLK ST@APPOLINE ST,2:53 PM
VERNOR ES,611,NORFOLK ST@STEEL ST,7:08 AM,611,NORFOLK ST@STEEL ST,2:51 PM
VERNOR ES,611,ST MARTINS AVE@APPOLINE ST,7:11 AM,611,ST MARTINS AVE@APPOLINE ST,2:49 PM
VERNOR ES,620,INDIANA ST@NORFOLK ST,6:58 AM,620,INDIANA ST@NORFOLK ST,2:56 PM
VERNOR ES,620,CHIPPEWA ST@GRIGGS ST,7:01 AM,620,CHIPPEWA ST@GRIGGS ST,2:54 PM
VERNOR ES,620,PEMBROKE AVE@CHEYENNE ST,7:09 AM,620,PEMBROKE AVE@CHEYENNE ST,2:50 PM
VERNOR ES,641,NORFOLK ST@OXLEY ST,6:39 AM,641,NORFOLK ST@OXLEY ST,3:17 PM
VERNOR ES,641,NORFOLK ST@STRATHMOOR ST,6:42 AM,641,NORFOLK ST@STRATHMOOR ST,3:05 PM
VERNOR ES,641,PEMBROKE AVE@HUBBELL ST,6:53 AM,641,PEMBROKE AVE@HUBBELL ST,3:03 PM
VERNOR ES,641,ST MARTINS AVE@STRATHMOOR ST,6:56 AM,641,ST MARTINS AVE@STRATHMOOR ST,3:01 PM
VERNOR ES,641,CAMBRIDGE AVE@STANSBURY ST,7:01 AM,641,CAMBRIDGE AVE@STANSBURY ST,2:50 PM
VERNOR ES,641,MARGARETA ST@SNOWDEN ST,7:08 AM,641,MARGARETA ST@SNOWDEN ST,2:56 PM
VERNOR ES,641,SNOWDEN ST@PICKFORD ST,7:10 AM,641,SNOWDEN ST@PICKFORD ST,2:57 PM
WAYNE ES,3006,BEACONSFIELD ST@GRAYTON ST,6:43 AM,3006,BEACONSFIELD ST@GRAYTON ST,2:49 PM
WAYNE ES,3006,EDSEL FORD FWY E@BOLEYN ST,6:48 AM,3006,EDSEL FORD FWY E@BOLEYN ST,2:54 PM
WAYNE ES,3006,EDSEL FORD FWY E@YORKSHIRE RD,6:49 AM,3006,EDSEL FORD FWY E@YORKSHIRE RD,2:56 PM
WAYNE ES,3006,WHITTIER ST@BALFOUR RD,6:53 AM,3006,WHITTIER ST@BALFOUR RD,2:59 PM
WAYNE ES,3006,EDSEL FORD FWY E@DEVONSHIRE RD@EVANSTON ST,6:57 AM,3006,EDSEL FORD FWY E@DEVONSHIRE RD@EVANSTON ST,3:03 PM
WAYNE ES,3006,SOMERSET AVE@HAVERHILL ST,7:00 AM,3006,SOMERSET AVE@HAVERHILL ST,3:07 PM
WAYNE ES,3006,EVANSTON ST@GREENSBORO ST,7:02 AM,3006,EVANSTON ST@GREENSBORO ST,3:09 PM
WAYNE ES,3006,WADE ST@MANISTIQUE ST,7:07 AM,3006,WADE ST@MANISTIQUE ST,3:13 PM
WAYNE ES,3006,DUCHESS ST@MOGUL ST,7:10 AM,3006,DUCHESS ST@MOGUL ST,3:16 PM
WESTERN INTERNATIONAL HS,218,MARTIN ST@DEVEREAUX ST,7:08 AM,218,MARTIN ST@DEVEREAUX ST,3:55 PM
WESTERN INTERNATIONAL HS,218,MICHIGAN AVE@CICOTTE ST,7:12 AM,218,MICHIGAN AVE@CICOTTE ST,3:50 PM
WESTERN INTERNATIONAL HS,218,LIVERNOIS AVE@JOHN KRONK ST,7:15 AM,218,LIVERNOIS AVE@JOHN KRONK ST,3:37 PM
WESTERN INTERNATIONAL HS,218,MICHIGAN AVE@WESSON ST,7:20 AM,218,MICHIGAN AVE@WESSON ST,3:40 PM
WESTERN INTERNATIONAL HS,218,JACKSON ST@30TH ST,7:23 AM,218,JACKSON ST@30TH ST,3:43 PM
WESTERN INTERNATIONAL HS,218,RICH ST@31ST ST,7:27 AM,218,RICH ST@31ST ST,3:46 PM
WESTERN INTERNATIONAL HS,222,KIRKWOOD ST@TARNOW ST,6:57 AM,222,KIRKWOOD ST@TARNOW ST,4:03 PM
WESTERN INTERNATIONAL HS,222,PARKINSON ST@CLAYTON ST,7:13 AM,222,PARKINSON ST@CLAYTON ST,3:45 PM
WESTERN INTERNATIONAL HS,222,DIX ST@CENTRAL ST,7:17 AM,222,DIX ST@CENTRAL ST,3:41 PM
WESTERN INTERNATIONAL HS,222,PITT ST@GREEN ST N,7:19 AM,222,PITT ST@GREEN ST N,3:39 PM
WESTERN INTERNATIONAL HS,222,GARTNER ST@CENTRAL ST,7:21 AM,222,GARTNER ST@CENTRAL ST,3:35 PM
WESTERN INTERNATIONAL HS,230,GREEN ST N@GARTNER ST,6:54 AM,230,GREEN ST N@GARTNER ST,4:03 PM
WESTERN INTERNATIONAL HS,230,ARMY ST@CASGRAIN ST,6:58 AM,230,ARMY ST@CASGRAIN ST,3:57 PM
WESTERN INTERNATIONAL HS,230,LIVERNOIS AVE@ARMY ST,7:02 AM,230,LIVERNOIS AVE@ARMY ST,3:54 PM
WESTERN INTERNATIONAL HS,230,JUNCTION ST@PORTER ST,7:14 AM,230,JUNCTION ST@PORTER ST,3:44 PM
WESTERN INTERNATIONAL HS,230,TOLEDO ST@CAMPBELL ST,7:17 AM,230,TOLEDO ST@CAMPBELL ST,3:36 PM
WESTERN INTERNATIONAL HS,230,17TH ST@PORTER ST,7:24 AM,230,17TH ST@PORTER ST,3:30 PM
WESTERN INTERNATIONAL HS,412,VISGER ST@FORT ST S,6:52 AM,412,VISGER ST@FORT ST S,3:56 PM
