School Name,Pickup Route,Pickup Bus Stop,Pickup Time,Dropoff Route,Dropoff Bus Stop,Dropoff Time
NICHOLS ES,313,CRANE ST@FOREST AVE E,7:58 AM,313,CRANE ST@FOREST AVE E,3:59 PM
NICHOLS ES,313,HOLCOMB ST@FOREST AVE E,8:00 AM,313,HOLCOMB ST@FOREST AVE E,4:01 PM
NICHOLS ES,313,CANFIELD ST E@BELVIDERE ST,8:04 AM,313,CANFIELD ST E@BELVIDERE ST,4:02 PM
NICHOLS ES,313,BELVIDERE ST@SYLVESTER ST,8:06 AM,313,BELVIDERE ST@SYLVESTER ST,3:49 PM
NICHOLS ES,313,CRANE ST@SYLVESTER ST,8:09 AM,313,CRANE ST@SYLVESTER ST,3:51 PM
NICHOLS ES,313,SYLVESTER ST@MAXWELL ST,8:12 AM,313,SYLVESTER ST@MAXWELL ST,3:55 PM
NOBLE ES/MS,240,FENKELL ST@STEEL ST,6:56 AM,240,FENKELL ST@STEEL ST,2:54 PM
NOBLE ES/MS,409,PLYMOUTH RD@ILENE ST,6:48 AM,409,PLYMOUTH RD@ILENE ST,3:12 PM
NOBLE ES/MS,409,WADSWORTH ST@BIRWOOD ST,6:51 AM,409,WADSWORTH ST@BIRWOOD ST,3:09 PM
NOBLE ES/MS,409,PLYMOUTH RD@LITTLEFIELD ST,6:56 AM,409,PLYMOUTH RD@LITTLEFIELD ST,3:04 PM
NOBLE ES/MS,409,FULLERTON ST@WARD ST,6:59 AM,409,FULLERTON ST@WARD ST,3:01 PM
NOBLE ES/MS,409,W BUENA VISTA ST@MEYERS RD,7:01 AM,409,W BUENA VISTA ST@MEYERS RD,2:56 PM
NOBLE ES/MS,409,W BUENA VISTA ST@MANOR ST,7:02 AM,409,W BUENA VISTA ST@MANOR ST,2:57 PM
NOBLE ES/MS,409,FULLERTON ST@BIRWOOD ST,7:08 AM,409,FULLERTON ST@BIRWOOD ST,2:50 PM
NOBLE ES/MS,410,SCHOOLCRAFT ST@PINEHURST ST,6:36 AM,410,SCHOOLCRAFT ST@PINEHURST ST,3:07 PM
NOBLE ES/MS,410,SCHOOLCRAFT ST@MONTE VISTA ST,6:39 AM,410,SCHOOLCRAFT ST@MONTE VISTA ST,3:10 PM
NOBLE ES/MS,410,SCHOOLCRAFT ST@WARD ST,6:51 AM,410,SCHOOLCRAFT ST@WARD ST,3:21 PM
NOBLE ES/MS,410,JEFFRIES FWY@LITTLEFIELD ST,6:53 AM,410,JEFFRIES FWY@LITTLEFIELD ST,3:23 PM
NOBLE ES/MS,410,SCHOOLCRAFT ST@WASHBURN ST,7:00 AM,410,SCHOOLCRAFT ST@WASHBURN ST,3:01 PM
NOBLE ES/MS,410,SCHOOLCRAFT ST@KENTUCKY ST,7:01 AM,410,SCHOOLCRAFT ST@KENTUCKY ST,2:58 PM
NOBLE ES/MS,410,INTERVALE ST@INDIANA ST,7:04 AM,410,INTERVALE ST@INDIANA ST,2:56 PM
NOBLE ES/MS,410,OHIO ST@SCHOOLCRAFT ST,7:06 AM,410,OHIO ST@SCHOOLCRAFT ST,2:53 PM
NOBLE ES/MS,410,INTERVALE ST@NORTHLAWN ST,7:08 AM,410,INTERVALE ST@NORTHLAWN ST,2:50 PM
NOBLE ES/MS,410,SCHOOLCRAFT ST@NORTHLAWN ST,7:10 AM,410,SCHOOLCRAFT ST@NORTHLAWN ST,2:52 PM
NOBLE ES/MS,4002,ROSA PARKS BLVD@HIGHLAND ST,6:51 AM,4002,ROSA PARKS BLVD@HIGHLAND ST,3:06 PM
NOBLE ES/MS,4003,FULLERTON ST@WILDEMERE ST,6:55 AM,4003,FULLERTON ST@WILDEMERE ST,3:02 PM
NOBLE ES/MS,4003,W BUENA VISTA ST@LAWTON ST,7:04 AM,4003,W BUENA VISTA ST@LAWTON ST,2:55 PM
NOBLE ES/MS,4005,SANTA ROSA DR@FULLERTON ST,7:09 AM,4005,SANTA ROSA DR@FULLERTON ST,2:52 PM
NOBLE ES/MS,4007,WEBB ST@BELLETERRE ST,6:52 AM,4007,WEBB ST@BELLETERRE ST,3:08 PM
NOBLE ES/MS,4007,AMERICAN ST@ELMHURST ST,6:57 AM,4007,AMERICAN ST@ELMHURST ST,3:02 PM
NOBLE ES/MS,4007,ELMHURST ST@STOEPEL ST,7:01 AM,4007,ELMHURST ST@STOEPEL ST,3:00 PM
NOBLE ES/MS,4007,ROSELAWN ST@ELMHURST ST,7:05 AM,4007,ROSELAWN ST@ELMHURST ST,2:53 PM
NOBLE ES/MS,4007,WYOMING ST@CORTLAND ST,7:12 AM,4007,WYOMING ST@CORTLAND ST,2:47 PM
NOBLE ES/MS,4009,ASHTON AVE@SAWYER ST,6:47 AM,4009,ASHTON AVE@SAWYER ST,3:11 PM
NOBLE ES/MS,4009,GREENFIELD RD@MACKENZIE ST,7:04 AM,4009,GREENFIELD RD@MACKENZIE ST,2:56 PM
NOBLE ES/MS,4010,DESOTO ST@MONICA ST,7:07 AM,4010,DESOTO ST@MONICA ST,2:53 PM
NOBLE ES/MS,4011,DAVISON W@SANTA ROSA DR,7:01 AM,4011,DAVISON W@SANTA ROSA DR,2:54 PM
NOBLE ES/MS,4011,EWALD CIR@SCHOOLCRAFT ST,7:06 AM,4011,EWALD CIR@SCHOOLCRAFT ST,2:51 PM
NOBLE ES/MS,4011,DAVISON W@ROSELAWN ST,7:10 AM,4011,DAVISON W@ROSELAWN ST,2:49 PM
NOBLE ES/MS,4605,WHITCOMB ST@WADSWORTH ST,6:43 AM,4605,WHITCOMB ST@WADSWORTH ST,3:11 PM
NOBLE ES/MS,4618,W DAVISON @ PETOSKEY AVE,7:08 AM,4618,W DAVISON @ PETOSKEY AVE,2:51 PM
NOLAN ES/MS,243,HARNED ST@E OUTER DR,7:54 AM,243,HARNED ST@E OUTER DR,4:18 PM
NOLAN ES/MS,243,HARNED ST@EMERY ST,7:57 AM,243,HARNED ST@EMERY ST,4:09 PM
NOLAN ES/MS,243,MACKAY ST@LANTZ ST E,7:59 AM,243,MACKAY ST@LANTZ ST E,4:07 PM
NOLAN ES/MS,243,FLEMING ST@EMERY ST,8:03 AM,243,FLEMING ST@EMERY ST,3:59 PM
NOLAN ES/MS,243,LUMPKIN ST@LANTZ ST E,8:05 AM,243,LUMPKIN ST@LANTZ ST E,4:04 PM
NOLAN ES/MS,243,EMERY ST@DEQUINDRE ST,8:10 AM,243,EMERY ST@DEQUINDRE ST,3:56 PM
NOLAN ES/MS,505,ROBINWOOD ST E@ANGLIN ST,7:45 AM,505,ROBINWOOD ST E@ANGLIN ST,3:51 PM
NOLAN ES/MS,505,NEVADA ST E@JOSEPH CAMPAU ST,7:48 AM,505,NEVADA ST E@JOSEPH CAMPAU ST,3:54 PM
NOLAN ES/MS,505,MINNESOTA ST@JOSEPH CAMPAU ST,7:49 AM,505,MINNESOTA ST@JOSEPH CAMPAU ST,3:55 PM
NOLAN ES/MS,505,STENDER ST@MITCHELL ST,7:51 AM,505,STENDER ST@MITCHELL ST,3:57 PM
NOLAN ES/MS,505,STENDER ST@ANGLIN ST,7:53 AM,505,STENDER ST@ANGLIN ST,4:00 PM
NOLAN ES/MS,505,STENDER ST@ARLINGTON ST,7:56 AM,505,STENDER ST@ARLINGTON ST,4:02 PM
NOLAN ES/MS,505,NEVADA ST E@GODDARD ST,7:58 AM,505,NEVADA ST E@GODDARD ST,4:04 PM
NOLAN ES/MS,505,NEVADA ST E@FLEMING ST,8:03 AM,505,NEVADA ST E@FLEMING ST,4:09 PM
NOLAN ES/MS,505,MARX ST@STENDER ST,8:06 AM,505,MARX ST@STENDER ST,4:12 PM
NOLAN ES/MS,505,MADEIRA ST@MARX ST,8:08 AM,505,MADEIRA ST@MARX ST,4:14 PM
NOLAN ES/MS,505,NEVADA ST E@ORLEANS ST,8:10 AM,505,NEVADA ST E@ORLEANS ST,4:16 PM
NOLAN ES/MS,505,NEVADA ST E@GREELEY ST,8:14 AM,505,NEVADA ST E@GREELEY ST,4:20 PM
NOLAN ES/MS,505,NEVADA ST E@RUSSELL ST,8:16 AM,505,NEVADA ST E@RUSSELL ST,4:21 PM
NOLAN ES/MS,507,ALAMEDA ST@GARY ST,7:48 AM,507,ALAMEDA ST@GARY ST,4:00 PM
NOLAN ES/MS,507,REMINGTON ST W@DERBY ST,7:51 AM,507,REMINGTON ST W@DERBY ST,3:57 PM
NOLAN ES/MS,507,REMINGTON ST E@IRVINGTON ST,7:53 AM,507,REMINGTON ST E@IRVINGTON ST,3:53 PM
NOLAN ES/MS,507,WINCHESTER E@ANDOVER ST,7:55 AM,507,WINCHESTER E@ANDOVER ST,3:50 PM
NOLAN ES/MS,507,IRVINGTON ST@E STATE FAIR AVE,7:59 AM,507,IRVINGTON ST@E STATE FAIR AVE,3:55 PM
NOLAN ES/MS,507,OMIRA ST@REMINGTON ST E,8:00 AM,507,OMIRA ST@REMINGTON ST E,3:48 PM
NOLAN ES/MS,507,HULL ST@WINCHESTER E,8:04 AM,507,HULL ST@WINCHESTER E,4:05 PM
NOLAN ES/MS,507,REMINGTON ST E@RIOPELLE ST,8:06 AM,507,REMINGTON ST E@RIOPELLE ST,4:07 PM
NOLAN ES/MS,507,ST AUBIN ST@E OUTER DR,8:08 AM,507,ST AUBIN ST@E OUTER DR,4:09 PM
NOLAN ES/MS,507,REMINGTON ST E@FLEMING ST,8:11 AM,507,REMINGTON ST E@FLEMING ST,4:13 PM
NOLAN ES/MS,507,WINCHESTER ST E@FLEMING ST,8:13 AM,507,WINCHESTER ST E@FLEMING ST,4:14 PM
NOLAN ES/MS,512,NEVADA ST E@NORWOOD ST,8:08 AM,512,NEVADA ST E@NORWOOD ST,3:52 PM
NOLAN ES/MS,515,W STATE FAIR AVE@RALSTON ST,8:02 AM,515,W STATE FAIR AVE@RALSTON ST,4:02 PM
NOLAN ES/MS,515,ADELINE ST@BAUMAN ST,8:03 AM,515,ADELINE ST@BAUMAN ST,4:04 PM
NOLAN ES/MS,515,LANTZ ST W@CHARLESTON ST,8:06 AM,515,LANTZ ST W@CHARLESTON ST,3:55 PM
NOLAN ES/MS,515,PENROSE ST@CARMAN ST,8:09 AM,515,PENROSE ST@CARMAN ST,3:58 PM
NOLAN ES/MS,515,IRVINGTON ST@EMERY ST,8:12 AM,515,IRVINGTON ST@EMERY ST,3:51 PM
NOLAN ES/MS,515,IRVINGTON ST@LANTZ ST E,8:16 AM,515,IRVINGTON ST@LANTZ ST E,3:49 PM
NOLAN ES/MS,519,WINCHESTER ST E@MITCHELL ST,7:48 AM,519,WINCHESTER ST E@MITCHELL ST,4:05 PM
NOLAN ES/MS,519,WINCHESTER ST E@WEXFORD ST,7:53 AM,519,WINCHESTER ST E@WEXFORD ST,4:11 PM
NOLAN ES/MS,519,ROBINWOOD ST E@LUMPKIN ST,8:09 AM,519,ROBINWOOD ST E@LUMPKIN ST,3:50 PM
NOLAN ES/MS,519,ROBINWOOD ST E@MARX ST,8:10 AM,519,ROBINWOOD ST E@MARX ST,3:52 PM
NOLAN ES/MS,558,NEVADA ST W@CHARLESTON ST,7:42 AM,558,NEVADA ST W@CHARLESTON ST,4:14 PM
NOLAN ES/MS,558,CHARLESTON ST@SAVANNAH ST W,7:43 AM,558,CHARLESTON ST@SAVANNAH ST W,4:15 PM
NOLAN ES/MS,558,GRIXDALE W@CHARLESTON ST,7:45 AM,558,GRIXDALE W@CHARLESTON ST,4:17 PM
NOLAN ES/MS,558,BRENTWOOD ST W@CHARLESTON ST,7:46 AM,558,BRENTWOOD ST W@CHARLESTON ST,4:19 PM
NOLAN ES/MS,558,JOHN R ST@GOLDEN GATE E,7:51 AM,558,JOHN R ST@GOLDEN GATE E,4:23 PM
NOLAN ES/MS,558,JOHN R ST@GRIXDALE E,7:53 AM,558,JOHN R ST@GRIXDALE E,4:25 PM
NOLAN ES/MS,558,JOHN R ST@NEVADA ST W,7:54 AM,558,JOHN R ST@NEVADA ST W,4:05 PM
NOLAN ES/MS,558,JOHN R ST@WORCESTER PL,7:55 AM,558,JOHN R ST@WORCESTER PL,4:07 PM
NOLAN ES/MS,558,JOHN R ST@LONGWOOD PL W,7:56 AM,558,JOHN R ST@LONGWOOD PL W,4:08 PM
NOLAN ES/MS,558,JOHN R ST@MONTANA ST W,8:00 AM,558,JOHN R ST@MONTANA ST W,4:11 PM
NOLAN ES/MS,558,NEVADA ST E@BRUSH ST,8:02 AM,558,NEVADA ST E@BRUSH ST,4:04 PM
NOLAN ES/MS,558,DAKOTA E@OMIRA ST,8:04 AM,558,DAKOTA E@OMIRA ST,4:01 PM
NOLAN ES/MS,558,MCNICHOLS RD E@CAMERON ST,8:08 AM,558,MCNICHOLS RD E@CAMERON ST,3:59 PM
NOLAN ES/MS,558,ROBINWOOD ST E@HAWTHORNE ST,8:12 AM,558,ROBINWOOD ST E@HAWTHORNE ST,3:54 PM
NOLAN ES/MS,558,GRIXDALE E@CARDONI ST,8:14 AM,558,GRIXDALE E@CARDONI ST,3:53 PM
NOLAN ES/MS,558,ROBINWOOD ST E@GREELEY ST,8:16 AM,558,ROBINWOOD ST E@GREELEY ST,3:49 PM
PALMER PARK PREP ES/MS,617,BLOOMFIELD RD@BRIARCLIFF RD,8:20 AM,617,BLOOMFIELD RD@BRIARCLIFF RD,4:26 PM
PALMER PARK PREP ES/MS,617,PEMBROKE AVE@STRATFORD RD,8:22 AM,617,PEMBROKE AVE@STRATFORD RD,4:28 PM
PALMER PARK PREP ES/MS,617,STRATHCONA DR@LOWELL DR,8:28 AM,617,STRATHCONA DR@LOWELL DR,4:35 PM
PALMER PARK PREP ES/MS,617,MERTON RD@2ND AVE,8:34 AM,617,MERTON RD@2ND AVE,4:41 PM
PALMER PARK PREP ES/MS,617,FLORENCE ST@LAWTON ST,8:39 AM,617,FLORENCE ST@LAWTON ST,4:46 PM
PALMER PARK PREP ES/MS,617,SANTA MARIA ST@QUINCY ST,8:43 AM,617,SANTA MARIA ST@QUINCY ST,4:49 PM
PALMER PARK PREP ES/MS,645,FLORENCE ST@MARK TWAIN ST,8:19 AM,645,FLORENCE ST@MARK TWAIN ST,4:50 PM
PALMER PARK PREP ES/MS,645,SCHAEFER HWY@VASSAR AVE,8:25 AM,645,SCHAEFER HWY@VASSAR AVE,4:44 PM
PALMER PARK PREP ES/MS,645,HARTWELL ST@CHIPPEWA ST,8:27 AM,645,HARTWELL ST@CHIPPEWA ST,4:42 PM
PALMER PARK PREP ES/MS,645,CAMBRIDGE AVE@MONTE VISTA ST,8:31 AM,645,CAMBRIDGE AVE@MONTE VISTA ST,4:38 PM
PALMER PARK PREP ES/MS,645,KINGSWOOD ST@CRANBROOK DR,8:34 AM,645,KINGSWOOD ST@CRANBROOK DR,4:35 PM
PALMER PARK PREP ES/MS,645,NORFOLK ST@NORTHLAWN ST,8:38 AM,645,NORFOLK ST@NORTHLAWN ST,4:31 PM
PALMER PARK PREP ES/MS,645,NORFOLK ST@STOEPEL ST,8:41 AM,645,NORFOLK ST@STOEPEL ST,4:27 PM
PALMER PARK PREP ES/MS,645,CAMBRIDGE AVE@WOODINGHAM DR,8:46 AM,645,CAMBRIDGE AVE@WOODINGHAM DR,4:23 PM
PALMER PARK PREP ES/MS,709,GROVE ST@PINEHURST ST,8:26 AM,709,GROVE ST@PINEHURST ST,4:43 PM
PALMER PARK PREP ES/MS,709,CURTIS ST@WASHBURN ST,8:33 AM,709,CURTIS ST@WASHBURN ST,4:36 PM
PALMER PARK PREP ES/MS,709,SANTA CLARA ST@CHERRYLAWN ST,8:38 AM,709,SANTA CLARA ST@CHERRYLAWN ST,4:32 PM
PALMER PARK PREP ES/MS,709,SANTA  MARIA @ SANTA BARBARA DR,8:40 AM,709,SANTA  MARIA @ SANTA BARBARA DR,4:29 PM
PALMER PARK PREP ES/MS,709,SANTA MARIA ST@SANTA ROSA DR,8:42 AM,709,SANTA MARIA ST@SANTA ROSA DR,4:27 PM
PALMER PARK PREP ES/MS,709,THATCHER ST@SAN JUAN DR,8:44 AM,709,THATCHER ST@SAN JUAN DR,4:24 PM
PALMER PARK PREP ES/MS,709,PICKFORD ST@STOEPEL ST,8:47 AM,709,PICKFORD ST@STOEPEL ST,4:22 PM
PASTEUR ES,611,CRANBROOK DR@ST MARTINS AVE,7:58 AM,611,CRANBROOK DR@ST MARTINS AVE,4:09 PM
PASTEUR ES,611,PEMBROKE AVE@INDIANA ST,8:02 AM,611,PEMBROKE AVE@INDIANA ST,4:04 PM
PASTEUR ES,611,CHIPPEWA ST@CHERRYLAWN ST,8:05 AM,611,CHIPPEWA ST@CHERRYLAWN ST,3:58 PM
PASTEUR ES,611,NORFOLK ST@OHIO ST,8:06 AM,611,NORFOLK ST@OHIO ST,3:59 PM
PASTEUR ES,611,INDIANA ST@NORFOLK ST,8:08 AM,611,INDIANA ST@NORFOLK ST,4:01 PM
PASTEUR ES,611,NORFOLK ST@NORTHLAWN ST,8:10 AM,611,NORFOLK ST@NORTHLAWN ST,3:56 PM
PASTEUR ES,611,NORFOLK ST@SAN JUAN DR,8:13 AM,611,NORFOLK ST@SAN JUAN DR,3:49 PM
PASTEUR ES,611,CHIPPEWA ST@SAN JUAN DR,8:14 AM,611,CHIPPEWA ST@SAN JUAN DR,3:48 PM
PASTEUR ES,611,CHIPPEWA ST@SANTA BARBARA DR,8:15 AM,611,CHIPPEWA ST@SANTA BARBARA DR,3:51 PM
PASTEUR ES,611,PEMBROKE AVE@WOODINGHAM DR,8:17 AM,611,PEMBROKE AVE@WOODINGHAM DR,3:53 PM
PASTEUR ES,620,OHIO ST@CAMBRIDGE AVE,8:09 AM,620,OHIO ST@CAMBRIDGE AVE,3:56 PM
PASTEUR ES,620,ROSELAWN ST@CAMBRIDGE AVE,8:11 AM,620,ROSELAWN ST@CAMBRIDGE AVE,3:53 PM
PASTEUR ES,620,CAMBRIDGE AVE@WOODINGHAM DR,8:13 AM,620,CAMBRIDGE AVE@WOODINGHAM DR,3:52 PM
PASTEUR ES,620,CLARITA ST@STOEPEL ST,8:16 AM,620,CLARITA ST@STOEPEL ST,3:48 PM
PASTEUR ES,651,CURTIS ST@WARRINGTON DR,7:49 AM,651,CURTIS ST@WARRINGTON DR,4:12 PM
PASTEUR ES,651,PARKSIDE ST@PICKFORD ST,7:53 AM,651,PARKSIDE ST@PICKFORD ST,4:10 PM
PASTEUR ES,651,SANTA MARIA ST@MUIRLAND ST,7:56 AM,651,SANTA MARIA ST@MUIRLAND ST,4:06 PM
PASTEUR ES,651,MERTON RD@2ND AVE,8:02 AM,651,MERTON RD@2ND AVE,4:01 PM
PASTEUR ES,651,WOODSTOCK DR@QUEENSTON PL,8:09 AM,651,WOODSTOCK DR@QUEENSTON PL,3:54 PM
PASTEUR ES,651,WOODSTOCK DR@RENFREW RD,8:12 AM,651,WOODSTOCK DR@RENFREW RD,3:52 PM
PRIEST ES/MS,207,BEECHWOOD ST@BEGOLE ST,7:52 AM,207,BEECHWOOD ST@BEGOLE ST,4:11 PM
PRIEST ES/MS,207,W WARREN AVE@DANIELS ST,7:57 AM,207,W WARREN AVE@DANIELS ST,3:59 PM
PRIEST ES/MS,207,FLOYD ST@RANGOON ST,7:59 AM,207,FLOYD ST@RANGOON ST,4:06 PM
PRIEST ES/MS,207,WILLETTE ST@CICOTTE ST,8:02 AM,207,WILLETTE ST@CICOTTE ST,3:57 PM
PRIEST ES/MS,207,HANSON ST@CICOTTE ST,8:07 AM,207,HANSON ST@CICOTTE ST,3:53 PM
PRIEST ES/MS,207,MCGRAW ST@MARTIN ST,8:09 AM,207,MCGRAW ST@MARTIN ST,3:51 PM
PRIEST ES/MS,207,BURWELL ST@BRADEN ST,8:15 AM,207,BURWELL ST@BRADEN ST,4:01 PM
PRIEST ES/MS,246,W FORT ST@WOODMERE ST,8:04 AM,246,W FORT ST@WOODMERE ST,4:08 PM
PRIEST ES/MS,703,OTIS ST@LOCKWOOD ST,7:38 AM,703,OTIS ST@LOCKWOOD ST,4:02 PM
PRIEST ES/MS,703,OTIS ST@GREUSEL ST,7:40 AM,703,OTIS ST@GREUSEL ST,4:07 PM
PRIEST ES/MS,703,ST STEPHENS ST@LUMLEY ST,8:03 AM,703,ST STEPHENS ST@LUMLEY ST,4:22 PM
PRIEST ES/MS,703,W EDSEL FORD FWY@CHOPIN ST,8:14 AM,703,W EDSEL FORD FWY@CHOPIN ST,3:53 PM
PRIEST ES/MS,777,MAJESTIC ST@BURNETTE ST,7:55 AM,777,MAJESTIC ST@BURNETTE ST,4:09 PM
PRIEST ES/MS,777,KIRKWOOD ST@TARNOW ST,8:00 AM,777,KIRKWOOD ST@TARNOW ST,4:06 PM
PRIEST ES/MS,777,DAYTON ST@MCDONALD ST,8:02 AM,777,DAYTON ST@MCDONALD ST,4:04 PM
PRIEST ES/MS,777,ADDISON ST@DENNISON ST,8:09 AM,777,ADDISON ST@DENNISON ST,3:59 PM
PRIEST ES/MS,777,DENNISON ST@CABOT ST,8:10 AM,777,DENNISON ST@CABOT ST,3:55 PM
PRIEST ES/MS,777,MCGRAW ST@RENVILLE ST,8:13 AM,777,MCGRAW ST@RENVILLE ST,3:51 PM
PRIEST ES/MS,777,LONYO ST@MCGRAW ST,8:14 AM,777,LONYO ST@MCGRAW ST,3:48 PM
PRIEST ES/MS,777,RENVILLE ST@HENDERSON ST,8:16 AM,777,RENVILLE ST@HENDERSON ST,3:53 PM
PULASKI ,309,LINNHURST ST@GRUEBNER ST,6:50 AM,309,LINNHURST ST@GRUEBNER ST,3:08 PM
PULASKI ,309,TEPPERT ST@LAPPIN ST,6:54 AM,309,TEPPERT ST@LAPPIN ST,3:01 PM
PULASKI ,309,7 MILE RD E@BELAND ST,6:56 AM,309,7 MILE RD E@BELAND ST,3:05 PM
PULASKI ,309,7 MILE RD E@ALGONAC ST,6:57 AM,309,7 MILE RD E@ALGONAC ST,3:06 PM
PULASKI ,309,MANNING ST@BELAND ST,7:01 AM,309,MANNING ST@BELAND ST,2:57 PM
PULASKI ,309,HOOVER ST@STURGIS ST,7:03 AM,309,HOOVER ST@STURGIS ST,2:59 PM
PULASKI ,309,LAPPIN ST@ROWE ST,7:04 AM,309,LAPPIN ST@ROWE ST,2:50 PM
PULASKI ,309,STATE FAIR ST E@ROWE ST,7:07 AM,309,STATE FAIR ST E@ROWE ST,2:52 PM
PULASKI ,309,BRINGARD DR@ROWE ST,7:09 AM,309,BRINGARD DR@ROWE ST,2:54 PM
PULASKI ,314,FAIRMOUNT DR@BARLOW ST,7:01 AM,314,FAIRMOUNT DR@BARLOW ST,2:54 PM
PULASKI ,314,BARLOW ST@MANNING ST,7:03 AM,314,BARLOW ST@MANNING ST,2:50 PM
PULASKI ,314,HAMBURG ST@BRINGARD DR,7:06 AM,314,HAMBURG ST@BRINGARD DR,2:55 PM
PULASKI ,314,MANNING ST@DRESDEN ST,7:10 AM,314,MANNING ST@DRESDEN ST,2:51 PM
PULASKI ,504,WESTPHALIA ST@BRINGARD DR,6:52 AM,504,WESTPHALIA ST@BRINGARD DR,3:07 PM
PULASKI ,504,COLLINGHAM DR@GOULBURN ST,6:54 AM,504,COLLINGHAM DR@GOULBURN ST,3:05 PM
PULASKI ,504,JOANN ST@COLLINGHAM DR,6:57 AM,504,JOANN ST@COLLINGHAM DR,3:03 PM
PULASKI ,504,HICKORY ST@BRINGARD DR,6:58 AM,504,HICKORY ST@BRINGARD DR,3:01 PM
PULASKI ,504,EDMORE DR@RENO ST,7:02 AM,504,EDMORE DR@RENO ST,2:57 PM
PULASKI ,504,COLLINGHAM DR@HOYT ST,7:04 AM,504,COLLINGHAM DR@HOYT ST,2:56 PM
PULASKI ,504,COLLINGHAM DR@ANVIL ST,7:06 AM,504,COLLINGHAM DR@ANVIL ST,2:54 PM
PULASKI ,504,COLLINGHAM DR@REGENT DR,7:07 AM,504,COLLINGHAM DR@REGENT DR,2:53 PM
PULASKI ,504,REGENT DR@FAIRMOUNT DR,7:11 AM,504,REGENT DR@FAIRMOUNT DR,2:49 PM
PULASKI ,531,STATE FAIR ST E@ALCOY ST,6:50 AM,531,STATE FAIR ST E@ALCOY ST,2:56 PM
PULASKI ,531,MANNING ST@FAIRPORT ST,6:52 AM,531,MANNING ST@FAIRPORT ST,3:00 PM
PULASKI ,531,PINEWOOD ST@BARLOW ST,6:56 AM,531,PINEWOOD ST@BARLOW ST,2:52 PM
PULASKI ,531,7 MILE RD E@STRASBURG ST,6:58 AM,531,7 MILE RD E@STRASBURG ST,2:49 PM
PULASKI ,531,LAPPIN ST@BARLOW ST,7:00 AM,531,LAPPIN ST@BARLOW ST,2:51 PM
PULASKI ,531,LINNHURST ST@BARLOW ST,7:02 AM,531,LINNHURST ST@BARLOW ST,3:12 PM
PULASKI ,531,EASTWOOD ST@JOANN ST,7:06 AM,531,EASTWOOD ST@JOANN ST,3:05 PM
PULASKI ,531,LINNHURST ST@JOANN ST,7:07 AM,531,LINNHURST ST@JOANN ST,3:06 PM
PULASKI ,531,PARK GROVE ST@ALCOY ST,7:09 AM,531,PARK GROVE ST@ALCOY ST,3:08 PM
PULASKI ,531,GREINER ST@FAIRPORT ST,7:10 AM,531,GREINER ST@FAIRPORT ST,3:10 PM
ROBERTO CLEMENTE,778,HARBAUGH ST S@MELVILLE ST,7:47 AM,778,HARBAUGH ST S@MELVILLE ST,3:47 PM
ROBERTO CLEMENTE,778,DEARBORN ST@HARBAUGH ST S,7:48 AM,778,DEARBORN ST@HARBAUGH ST S,3:45 PM
ROBERTO CLEMENTE,778,S YALE ST@DILL PL,7:51 AM,778,S YALE ST@DILL PL,3:43 PM
ROBERTO CLEMENTE,778,WESTEND ST S@MELVILLE ST,7:55 AM,778,WESTEND ST S@MELVILLE ST,3:41 PM
ROBERTO CLEMENTE,778,W FISHER FWY@DRAGOON ST,7:59 AM,778,W FISHER FWY@DRAGOON ST,3:37 PM
ROBERTO CLEMENTE,778,W LAFAYETTE BLVD@WATERMAN ST,8:01 AM,778,W LAFAYETTE BLVD@WATERMAN ST,3:33 PM
ROBESON / MALCOLM X ACADEMY,613,JOHN C LODGE FWY@NORMANDY ST,7:58 AM,613,JOHN C LODGE FWY@NORMANDY ST,4:17 PM
ROBESON / MALCOLM X ACADEMY,613,PILGRIM ST@LA SALLE BLVD,8:00 AM,613,PILGRIM ST@LA SALLE BLVD,4:26 PM
ROBESON / MALCOLM X ACADEMY,613,LOG CABIN ST@HUGHES ST,8:03 AM,613,LOG CABIN ST@HUGHES ST,4:24 PM
ROBESON / MALCOLM X ACADEMY,613,FLORENCE ST@LOG CABIN ST,8:05 AM,613,FLORENCE ST@LOG CABIN ST,4:28 PM
ROBESON / MALCOLM X ACADEMY,613,BAYLIS ST@GROVE ST,8:07 AM,613,BAYLIS ST@GROVE ST,4:30 PM
ROBESON / MALCOLM X ACADEMY,613,MUIRLAND ST@FLORENCE ST,8:11 AM,613,MUIRLAND ST@FLORENCE ST,4:34 PM
ROBESON / MALCOLM X ACADEMY,613,MIDLAND ST@LAWTON ST,8:15 AM,613,MIDLAND ST@LAWTON ST,4:38 PM
ROBESON / MALCOLM X ACADEMY,613,MIDLAND ST@PARKSIDE ST,8:16 AM,613,MIDLAND ST@PARKSIDE ST,4:39 PM
ROBESON / MALCOLM X ACADEMY,613,PETOSKEY AVE@FENKELL ST,8:20 AM,613,PETOSKEY AVE@FENKELL ST,4:13 PM
RONALD BROWN,303,LINVILLE ST@NEFF AVE,6:29 AM,303,LINVILLE ST@NEFF AVE,3:18 PM
RONALD BROWN,303,SOUTHAMPTON ST@UNIVERSITY PL,6:34 AM,303,SOUTHAMPTON ST@UNIVERSITY PL,3:16 PM
RONALD BROWN,303,NEFF AVE@MUNICH ST,6:39 AM,303,NEFF AVE@MUNICH ST,3:12 PM
